,0
41833,why should i trust you
41834,gadget gadget
41835,and to the left
41836,gadget gadget
41837,i think its funny
41838,he cant be a world state flight because wed know about it therefore hes got to be one of the independents yeah was it the branson inheritance lot theyve talked about a mars shot for years
41839,oh come on were the first offworld colonists in history everyone on planet earth knows who we are
41840,bowie base one
41841,seventeen months
41842,as i said doctor everyone knows our names
41843,november 21st 2059
41844,whats so important about my age
41845,gadget gadget
41846,what was that
41847,im going over doctor with me
41848,whats so important about mias age you said shes only twenty seven why does it matter what did you mean
41849,telling me
41850,yeah and hes not too fond of you whats wrong with robots
41851,sorry love those drones
41852,weve got excellent results from the soil analysis
41853,its been chaos back home forty long years the climate the ozone the oil apocalypse we almost reached extinction then to fly above that to stand on a world with no smoke where the only straight line is the sunlight yes its worth it
41854,its maggie
41855,in the absence of the captain youre in charge sir youve got to stay in the dome
41856,andrew andrew stone its captain brooke andy report i need to see you where are you
41857,whats that device
41858,are you the doctor or the janitor
41859,yes maam
41860,its that lot theyre already planning christmas dinner last year it was dehydrated protein this year they want the real thing
41861,if we must
41862,its part of the project to keep the insect population down
41863,in what way
41864,tarak this areas unsafe were going back tarak tarak
41865,yuri keep her contained seal the door at maximum im on my way
41866,step away from him
41867,i order you to stop stop or ill shoot
41868,have you got that everyone thats an order dont drink the water
41869,what for
41870,and therefore watertight
41871,theyre fusing the system
41872,doctor we havent got time
41873,hey
41874,that thing goes at two miles an hour
41875,gadget gadget
41876,the central dome airlocks have got hardinger seals theres no way they can get in
41877,gadget gadget
41878,i thought you hated robots
41879,were safe its hermetically sealed they cant get in
41880,repeat infected make no contact and if they make the slightest move tell me    adelaide
41881,every pound in weight equals three tons of fuel
41882,maggie can you hear me do you know who i am your commanding officer captain adelaide brooke can you tell me what happened
41883,what language is that
41884,its like she recognised it
41885,not close enough for me
41886,the ice field thats why we chose the crater were on top of an underground glacier
41887,but every single drop is filtered its screened its safe
41888,if something was frozen down there a viral life form held in the ice for all those years
41889,thats almost a compliment things must be serious
41890,she stays behind weve got no way to contain her on board close this place down i want the power directed to the shuttle
41891,thank you doctor your spacesuit will be returned and good luck to you
41892,any one of us could already be infected weve all been drinking the same water
41893,but were only presuming infection if we can find out how this thing got through when it got through yuri continue with action one im going to inspect the ice field
