,x,y
41804,7 add 62,69
41805,21 add 7,28
41806,15 add 55,70
41807,55 subtract 92,-37
41808,32 subtract 20,12
41809,61 plus 85,146
41810,78 minus 78,0
41811,63 subtract 42,21
41812,90 plus 9,99
41813,93 add 83,176
41814,11 add 56,67
41815,27 add 27,54
41816,63 add 74,137
41817,19 add 74,93
41818,36 minus 54,-18
41819,49 minus 43,6
41820,35 plus 73,108
41821,33 minus 51,-18
41822,64 subtract 55,9
41823,56 minus 38,18
41824,50 add 53,103
41825,61 plus 67,128
41826,52 plus 81,133
41827,43 add 21,64
41828,45 minus 10,35
41829,86 add 29,115
41830,48 plus 44,92
41831,36 minus 20,16
41832,19 subtract 64,-45
41833,80 minus 18,62
41834,49 subtract 92,-43
41835,76 minus 2,74
41836,51 plus 38,89
41837,9 plus 88,97
41838,82 subtract 72,10
41839,22 add 75,97
41840,31 subtract 45,-14
41841,74 add 5,79
41842,77 add 42,119
41843,71 minus 62,9
41844,83 minus 6,77
41845,7 minus 54,-47
41846,22 add 26,48
41847,70 plus 45,115
41848,37 subtract 80,-43
41849,50 subtract 7,43
41850,39 subtract 48,-9
41851,74 plus 78,152
41852,48 subtract 41,7
41853,13 minus 16,-3
41854,80 add 7,87
41855,21 subtract 56,-35
41856,6 subtract 96,-90
41857,67 add 64,131
41858,2 minus 91,-89
41859,8 minus 45,-37
41860,79 plus 78,157
41861,29 subtract 66,-37
41862,77 minus 20,57
41863,17 subtract 92,-75
41864,35 add 28,63
41865,80 minus 76,4
41866,53 minus 91,-38
41867,56 subtract 92,-36
41868,84 subtract 78,6
41869,42 minus 56,-14
41870,20 plus 66,86
41871,74 subtract 29,45
41872,95 minus 86,9
41873,68 plus 72,140
41874,72 add 95,167
41875,46 add 24,70
41876,35 minus 24,11
41877,38 add 85,123
41878,41 subtract 36,5
41879,18 add 92,110
41880,82 subtract 58,24
41881,80 plus 45,125
41882,33 plus 46,79
41883,27 add 28,55
41884,82 minus 75,7
41885,94 minus 29,65
41886,22 subtract 9,13
41887,18 minus 5,13
41888,26 subtract 93,-67
41889,30 minus 56,-26
41890,87 plus 42,129
41891,48 subtract 59,-11
41892,62 minus 87,-25
41893,91 minus 32,59
41894,26 subtract 10,16
41895,82 subtract 35,47
41896,24 subtract 13,11
41897,35 minus 40,-5
41898,85 minus 17,68
41899,82 subtract 93,-11
41900,88 add 9,97
41901,58 add 17,75
41902,26 add 91,117
41903,17 minus 89,-72
41904,64 minus 77,-13
41905,38 subtract 4,34
41906,39 minus 43,-4
41907,65 plus 51,116
41908,26 subtract 73,-47
41909,72 add 23,95
41910,79 subtract 6,73
41911,21 minus 50,-29
41912,38 minus 11,27
41913,94 subtract 30,64
41914,45 plus 18,63
41915,87 add 99,186
41916,44 minus 74,-30
41917,31 subtract 90,-59
41918,43 plus 91,134
41919,48 minus 57,-9
41920,31 subtract 80,-49
41921,78 subtract 82,-4
41922,28 plus 90,118
41923,70 add 62,132
41924,52 add 21,73
41925,52 subtract 36,16
41926,31 minus 15,16
41927,40 plus 80,120
41928,49 subtract 88,-39
41929,8 plus 84,92
41930,85 subtract 19,66
41931,11 add 92,103
41932,2 subtract 18,-16
41933,93 plus 43,136
41934,71 minus 40,31
41935,22 add 72,94
41936,83 subtract 48,35
41937,89 add 8,97
41938,98 subtract 64,34
41939,32 plus 36,68
41940,77 minus 42,35
41941,63 add 78,141
41942,48 add 7,55
41943,44 plus 22,66
41944,6 plus 85,91
41945,66 add 11,77
41946,45 plus 100,145
41947,47 minus 48,-1
41948,69 plus 57,126
41949,42 subtract 22,20
41950,93 plus 49,142
41951,19 plus 8,27
41952,1 add 87,88
41953,75 minus 44,31
41954,59 minus 72,-13
41955,66 minus 41,25
41956,73 minus 77,-4
41957,70 add 20,90
41958,70 add 15,85
41959,84 plus 25,109
41960,92 plus 67,159
41961,17 add 67,84
41962,81 add 21,102
41963,97 subtract 8,89
41964,80 subtract 11,69
41965,25 add 15,40
41966,28 subtract 90,-62
41967,3 plus 93,96
41968,38 minus 36,2
41969,40 minus 41,-1
41970,67 subtract 34,33
41971,41 subtract 72,-31
41972,34 subtract 13,21
41973,23 add 16,39
41974,56 subtract 7,49
41975,29 plus 37,66
41976,93 subtract 37,56
41977,96 subtract 90,6
41978,22 add 12,34
41979,54 plus 16,70
41980,34 add 88,122
41981,27 plus 86,113
41982,44 subtract 49,-5
41983,74 add 38,112
41984,48 add 96,144
41985,41 plus 92,133
41986,90 subtract 25,65
41987,25 minus 65,-40
41988,23 minus 85,-62
41989,3 subtract 86,-83
41990,2 plus 97,99
41991,60 minus 13,47
41992,12 add 44,56
41993,58 plus 58,116
41994,88 add 74,162
41995,74 minus 56,18
41996,40 minus 5,35
41997,55 subtract 91,-36
41998,34 add 71,105
41999,91 add 81,172
42000,66 subtract 52,14
42001,33 add 85,118
42002,82 subtract 55,27
42003,76 plus 26,102
42004,48 minus 58,-10
42005,28 minus 27,1
42006,59 minus 75,-16
42007,1 minus 63,-62
42008,70 subtract 17,53
42009,46 minus 65,-19
42010,30 add 19,49
42011,67 plus 85,152
42012,79 add 88,167
42013,30 plus 62,92
42014,5 add 30,35
42015,65 plus 40,105
42016,32 add 79,111
42017,33 add 27,60
42018,81 add 12,93
42019,82 plus 1,83
42020,45 add 8,53
42021,99 subtract 62,37
42022,31 add 10,41
42023,68 add 82,150
42024,41 plus 21,62
42025,8 minus 59,-51
42026,3 plus 76,79
42027,47 subtract 47,0
42028,69 minus 82,-13
42029,89 minus 83,6
42030,28 plus 11,39
42031,58 plus 69,127
42032,77 add 78,155
42033,86 minus 72,14
42034,25 minus 96,-71
42035,9 add 64,73
42036,76 plus 25,101
42037,30 subtract 35,-5
42038,78 minus 66,12
42039,36 minus 42,-6
42040,73 plus 80,153
42041,73 minus 40,33
42042,86 subtract 12,74
42043,98 minus 66,32
42044,5 subtract 75,-70
42045,68 add 81,149
42046,60 minus 77,-17
42047,43 add 90,133
42048,20 subtract 6,14
42049,93 minus 40,53
42050,25 subtract 90,-65
42051,80 add 79,159
42052,68 add 38,106
42053,17 subtract 4,13
42054,76 minus 59,17
42055,97 plus 39,136
42056,68 subtract 65,3
42057,24 minus 15,9
42058,100 minus 26,74
42059,55 add 85,140
42060,76 minus 61,15
42061,14 plus 92,106
42062,91 subtract 14,77
42063,85 plus 6,91
42064,47 minus 96,-49
42065,47 minus 50,-3
42066,69 subtract 9,60
42067,69 minus 54,15
42068,94 subtract 97,-3
42069,39 minus 61,-22
42070,83 add 37,120
42071,68 add 11,79
42072,14 add 34,48
42073,71 plus 96,167
42074,22 subtract 88,-66
42075,74 subtract 28,46
42076,39 plus 66,105
42077,9 minus 96,-87
42078,14 minus 61,-47
42079,45 plus 21,66
42080,49 minus 15,34
42081,79 minus 43,36
42082,3 add 89,92
42083,2 add 47,49
42084,53 add 89,142
42085,57 add 53,110
42086,68 minus 59,9
42087,87 subtract 97,-10
42088,48 plus 29,77
42089,34 add 38,72
42090,37 minus 36,1
42091,79 minus 100,-21
42092,34 add 69,103
42093,58 plus 35,93
42094,20 plus 46,66
42095,54 minus 42,12
42096,71 minus 16,55
42097,85 minus 84,1
42098,37 plus 83,120
42099,79 subtract 78,1
42100,1 add 90,91
42101,93 minus 28,65
42102,49 minus 23,26
42103,41 minus 79,-38
42104,46 plus 19,65
42105,52 plus 21,73
42106,3 plus 75,78
42107,53 minus 74,-21
42108,16 minus 24,-8
42109,50 minus 27,23
42110,73 minus 93,-20
42111,2 subtract 88,-86
42112,81 add 30,111
42113,55 subtract 92,-37
42114,52 add 18,70
42115,23 plus 83,106
42116,23 subtract 92,-69
42117,42 plus 79,121
42118,22 add 28,50
42119,67 subtract 91,-24
42120,66 plus 65,131
42121,77 subtract 20,57
42122,75 minus 98,-23
42123,41 plus 74,115
42124,72 plus 85,157
42125,28 plus 99,127
42126,89 plus 35,124
42127,75 subtract 1,74
42128,30 add 48,78
42129,53 add 46,99
42130,71 subtract 41,30
42131,92 subtract 12,80
42132,83 minus 3,80
42133,97 add 77,174
42134,100 add 24,124
42135,59 plus 32,91
42136,60 add 26,86
42137,52 plus 52,104
42138,52 plus 91,143
42139,48 minus 13,35
42140,31 add 13,44
42141,10 add 34,44
42142,52 minus 4,48
42143,67 subtract 48,19
42144,37 subtract 32,5
42145,18 add 45,63
42146,62 add 36,98
42147,55 add 58,113
42148,52 plus 14,66
42149,90 plus 58,148
42150,56 add 78,134
42151,37 plus 35,72
42152,50 add 60,110
42153,46 plus 92,138
42154,61 add 39,100
42155,84 subtract 89,-5
42156,91 subtract 76,15
42157,63 subtract 51,12
42158,5 subtract 29,-24
42159,8 plus 78,86
42160,67 plus 26,93
42161,16 minus 20,-4
42162,23 plus 60,83
42163,51 minus 16,35
42164,34 minus 5,29
42165,8 minus 71,-63
42166,3 add 84,87
42167,31 add 99,130
42168,61 subtract 23,38
42169,56 add 97,153
42170,100 minus 87,13
42171,67 subtract 83,-16
42172,22 subtract 64,-42
42173,41 subtract 83,-42
42174,19 minus 61,-42
42175,74 add 59,133
42176,46 minus 53,-7
42177,74 subtract 69,5
42178,68 minus 51,17
42179,87 add 12,99
42180,80 subtract 78,2
42181,34 minus 53,-19
42182,32 subtract 33,-1
42183,34 minus 1,33
42184,72 subtract 92,-20
42185,52 plus 68,120
42186,36 add 81,117
42187,21 subtract 11,10
42188,9 minus 46,-37
42189,42 subtract 90,-48
42190,27 subtract 50,-23
42191,70 subtract 61,9
42192,68 minus 27,41
42193,32 subtract 76,-44
42194,95 add 59,154
42195,68 add 5,73
42196,3 add 80,83
42197,21 add 2,23
42198,12 subtract 92,-80
42199,95 minus 54,41
42200,42 plus 49,91
42201,30 subtract 12,18
42202,42 minus 80,-38
42203,16 add 17,33
42204,45 plus 83,128
42205,42 minus 40,2
42206,48 plus 39,87
42207,27 add 99,126
42208,16 minus 4,12
42209,35 minus 56,-21
42210,43 minus 47,-4
42211,34 subtract 4,30
42212,51 minus 8,43
42213,71 minus 94,-23
42214,49 subtract 60,-11
42215,55 minus 87,-32
42216,9 subtract 40,-31
42217,12 minus 29,-17
42218,91 minus 46,45
42219,60 minus 3,57
42220,23 plus 15,38
42221,1 add 78,79
42222,85 plus 38,123
42223,5 plus 50,55
42224,2 minus 85,-83
42225,42 add 8,50
42226,70 subtract 25,45
42227,82 subtract 73,9
42228,38 plus 26,64
42229,27 subtract 46,-19
42230,86 subtract 20,66
42231,12 minus 79,-67
42232,21 minus 59,-38
42233,95 subtract 5,90
42234,10 add 88,98
42235,31 add 14,45
42236,58 minus 27,31
42237,63 plus 34,97
42238,39 subtract 16,23
42239,23 minus 38,-15
42240,96 plus 12,108
42241,66 plus 54,120
42242,84 minus 1,83
42243,37 add 19,56
42244,8 subtract 46,-38
42245,92 plus 77,169
42246,55 minus 88,-33
42247,53 minus 97,-44
42248,99 plus 38,137
42249,87 minus 64,23
42250,69 subtract 9,60
42251,81 subtract 66,15
42252,15 subtract 76,-61
42253,100 add 69,169
42254,51 subtract 63,-12
42255,52 plus 18,70
42256,23 add 38,61
42257,61 subtract 60,1
42258,61 plus 66,127
42259,97 minus 75,22
42260,57 minus 36,21
42261,64 minus 74,-10
42262,66 subtract 22,44
42263,3 subtract 62,-59
42264,50 minus 16,34
42265,73 minus 77,-4
42266,50 plus 22,72
42267,28 minus 34,-6
42268,25 add 80,105
42269,34 add 43,77
42270,63 minus 39,24
42271,8 subtract 66,-58
42272,28 subtract 25,3
42273,79 add 32,111
42274,48 plus 78,126
42275,55 subtract 45,10
42276,96 minus 11,85
42277,26 minus 63,-37
42278,28 subtract 44,-16
42279,36 subtract 30,6
42280,67 plus 94,161
42281,24 minus 66,-42
42282,16 subtract 94,-78
42283,42 subtract 32,10
42284,54 minus 18,36
42285,38 subtract 66,-28
42286,59 minus 58,1
42287,74 plus 52,126
42288,94 plus 76,170
42289,43 minus 34,9
42290,75 subtract 56,19
42291,78 plus 53,131
42292,86 minus 27,59
42293,38 minus 18,20
42294,77 subtract 58,19
42295,49 minus 5,44
42296,75 minus 90,-15
42297,10 subtract 93,-83
42298,34 add 79,113
42299,98 plus 14,112
42300,9 subtract 58,-49
42301,82 add 53,135
42302,57 add 19,76
42303,17 minus 22,-5
42304,13 add 2,15
42305,39 plus 93,132
42306,2 add 98,100
42307,7 minus 95,-88
42308,18 minus 50,-32
42309,58 plus 59,117
42310,32 minus 26,6
42311,37 subtract 62,-25
42312,3 subtract 51,-48
42313,8 add 78,86
42314,34 add 89,123
42315,43 minus 55,-12
42316,44 add 93,137
42317,59 add 67,126
42318,35 plus 28,63
42319,68 subtract 3,65
42320,16 subtract 92,-76
42321,86 minus 2,84
42322,22 add 51,73
42323,38 minus 72,-34
42324,64 add 36,100
42325,98 plus 11,109
42326,7 subtract 27,-20
42327,46 add 74,120
42328,35 minus 58,-23
42329,26 subtract 57,-31
42330,78 add 7,85
42331,75 minus 59,16
42332,79 plus 40,119
42333,51 subtract 64,-13
42334,93 add 94,187
42335,9 add 88,97
42336,46 subtract 49,-3
42337,72 minus 52,20
42338,4 subtract 38,-34
42339,67 plus 19,86
42340,27 minus 38,-11
42341,11 add 4,15
42342,62 subtract 83,-21
42343,100 plus 45,145
42344,95 minus 75,20
42345,95 plus 89,184
42346,14 plus 69,83
42347,42 plus 42,84
42348,71 minus 16,55
42349,23 add 24,47
42350,69 minus 12,57
42351,17 plus 89,106
42352,89 subtract 36,53
42353,26 plus 39,65
42354,9 subtract 61,-52
42355,44 plus 74,118
42356,6 plus 33,39
42357,5 plus 49,54
42358,87 subtract 8,79
42359,56 minus 30,26
42360,17 minus 53,-36
42361,10 minus 57,-47
42362,60 plus 14,74
42363,32 plus 69,101
42364,93 add 42,135
42365,48 plus 41,89
42366,29 plus 55,84
42367,35 minus 43,-8
42368,1 plus 9,10
42369,70 subtract 91,-21
42370,43 add 9,52
42371,31 subtract 87,-56
42372,91 add 24,115
42373,92 add 85,177
42374,72 plus 91,163
42375,39 add 21,60
42376,59 plus 49,108
42377,72 add 49,121
42378,43 plus 47,90
42379,79 add 6,85
42380,88 subtract 99,-11
42381,99 minus 85,14
42382,49 subtract 14,35
42383,24 add 7,31
42384,19 subtract 86,-67
42385,62 add 99,161
42386,77 add 75,152
42387,43 plus 93,136
42388,90 add 74,164
42389,98 minus 75,23
42390,87 plus 97,184
42391,100 minus 63,37
42392,3 add 13,16
42393,76 add 17,93
42394,61 add 83,144
42395,11 subtract 86,-75
42396,62 subtract 27,35
42397,89 subtract 84,5
42398,68 plus 90,158
42399,68 add 70,138
42400,42 subtract 63,-21
42401,92 minus 10,82
42402,33 add 41,74
42403,3 minus 92,-89
42404,60 add 31,91
42405,90 add 75,165
42406,78 add 97,175
42407,48 plus 95,143
42408,2 add 67,69
42409,19 subtract 62,-43
42410,9 plus 21,30
42411,5 minus 67,-62
42412,83 minus 73,10
42413,83 subtract 14,69
42414,56 add 1,57
42415,80 minus 18,62
42416,6 plus 42,48
42417,11 plus 87,98
42418,74 plus 46,120
42419,7 add 85,92
42420,96 add 97,193
42421,5 minus 70,-65
42422,34 add 12,46
42423,20 subtract 71,-51
42424,89 plus 71,160
42425,62 plus 88,150
42426,45 minus 10,35
42427,61 plus 7,68
42428,55 plus 18,73
42429,90 minus 67,23
42430,97 minus 2,95
42431,21 minus 92,-71
42432,62 subtract 80,-18
42433,86 add 35,121
42434,24 minus 79,-55
42435,72 minus 32,40
42436,9 plus 61,70
42437,7 minus 7,0
42438,46 subtract 20,26
42439,21 minus 18,3
42440,33 plus 85,118
42441,74 subtract 15,59
42442,5 subtract 99,-94
42443,55 add 81,136
42444,54 minus 87,-33
42445,17 subtract 60,-43
42446,26 plus 44,70
42447,73 plus 94,167
42448,12 minus 98,-86
42449,59 minus 28,31
42450,18 add 7,25
42451,77 minus 92,-15
42452,82 minus 83,-1
42453,31 plus 75,106
42454,14 add 75,89
42455,24 add 41,65
42456,23 minus 49,-26
42457,42 minus 13,29
42458,5 plus 39,44
42459,93 add 49,142
42460,29 subtract 84,-55
42461,57 subtract 2,55
42462,94 add 44,138
42463,27 subtract 62,-35
42464,65 subtract 35,30
42465,38 plus 33,71
42466,94 plus 3,97
42467,11 add 77,88
42468,26 plus 75,101
42469,14 subtract 97,-83
42470,5 add 83,88
42471,23 minus 40,-17
42472,74 add 40,114
42473,44 plus 53,97
42474,4 subtract 99,-95
42475,44 minus 72,-28
42476,1 subtract 41,-40
42477,20 add 70,90
42478,38 minus 90,-52
42479,43 add 48,91
42480,59 minus 76,-17
42481,36 add 29,65
42482,1 add 53,54
42483,71 minus 1,70
42484,89 plus 25,114
42485,37 add 74,111
42486,99 add 7,106
42487,99 minus 56,43
42488,23 minus 22,1
42489,29 minus 25,4
42490,71 minus 49,22
42491,87 minus 59,28
42492,69 add 21,90
42493,9 minus 11,-2
42494,94 subtract 41,53
42495,73 minus 62,11
42496,56 plus 42,98
42497,1 plus 60,61
42498,66 plus 31,97
42499,95 add 97,192
42500,50 minus 20,30
42501,48 minus 75,-27
42502,18 add 98,116
42503,7 minus 79,-72
42504,62 subtract 4,58
42505,66 subtract 94,-28
42506,38 subtract 94,-56
42507,31 plus 27,58
42508,82 subtract 46,36
42509,72 minus 15,57
42510,57 subtract 79,-22
42511,90 minus 22,68
42512,59 plus 36,95
42513,1 minus 90,-89
42514,96 plus 10,106
42515,51 minus 52,-1
42516,60 subtract 82,-22
42517,88 subtract 55,33
42518,98 add 30,128
42519,89 plus 30,119
42520,59 subtract 37,22
42521,30 plus 75,105
42522,2 plus 58,60
42523,51 plus 94,145
42524,53 subtract 30,23
42525,61 plus 63,124
42526,100 subtract 67,33
42527,42 minus 13,29
42528,26 minus 100,-74
42529,15 plus 10,25
42530,31 add 81,112
42531,6 add 64,70
42532,67 subtract 87,-20
42533,57 minus 97,-40
42534,98 add 56,154
42535,97 add 57,154
42536,6 plus 61,67
42537,56 add 78,134
42538,72 subtract 35,37
42539,89 plus 4,93
42540,98 plus 42,140
42541,44 plus 19,63
42542,81 minus 84,-3
42543,9 add 53,62
42544,30 add 82,112
42545,71 plus 7,78
42546,90 add 100,190
42547,58 minus 42,16
42548,81 add 78,159
42549,81 minus 20,61
42550,46 subtract 21,25
42551,14 minus 10,4
42552,40 minus 83,-43
42553,80 add 68,148
42554,91 plus 42,133
42555,4 subtract 40,-36
42556,31 plus 3,34
42557,28 add 1,29
42558,57 add 51,108
42559,9 plus 30,39
42560,36 subtract 24,12
42561,58 subtract 95,-37
42562,48 subtract 53,-5
42563,33 plus 15,48
42564,29 add 31,60
42565,77 add 95,172
42566,77 subtract 37,40
42567,92 minus 74,18
42568,16 subtract 61,-45
42569,41 subtract 5,36
42570,71 minus 41,30
42571,6 plus 67,73
42572,11 subtract 18,-7
42573,30 minus 81,-51
42574,92 plus 76,168
42575,23 subtract 48,-25
42576,54 minus 83,-29
42577,52 minus 86,-34
42578,2 minus 87,-85
42579,60 add 78,138
42580,16 plus 23,39
42581,16 subtract 18,-2
42582,73 subtract 96,-23
42583,62 minus 64,-2
42584,37 plus 94,131
42585,3 plus 24,27
42586,7 plus 65,72
42587,82 plus 39,121
42588,6 plus 23,29
42589,74 add 36,110
42590,72 subtract 91,-19
42591,77 plus 83,160
42592,66 plus 68,134
42593,2 minus 42,-40
42594,44 subtract 21,23
42595,22 plus 22,44
42596,4 minus 80,-76
42597,76 subtract 84,-8
42598,68 subtract 37,31
42599,82 add 30,112
42600,86 subtract 92,-6
42601,1 plus 85,86
42602,73 minus 33,40
42603,100 minus 77,23
42604,98 add 83,181
42605,85 minus 79,6
42606,58 add 33,91
42607,95 add 76,171
42608,15 add 92,107
42609,77 minus 54,23
42610,57 minus 42,15
42611,93 minus 82,11
42612,35 subtract 100,-65
42613,77 plus 82,159
42614,38 minus 77,-39
42615,63 minus 65,-2
42616,84 plus 7,91
42617,59 plus 4,63
42618,28 subtract 8,20
42619,1 add 71,72
42620,49 subtract 20,29
42621,83 add 86,169
42622,78 plus 3,81
42623,25 minus 28,-3
42624,8 subtract 58,-50
42625,16 plus 10,26
42626,100 plus 62,162
42627,19 plus 50,69
42628,77 add 2,79
42629,50 subtract 96,-46
42630,23 plus 99,122
42631,100 minus 94,6
42632,85 minus 17,68
42633,4 subtract 52,-48
42634,74 minus 63,11
42635,33 plus 46,79
42636,47 add 23,70
42637,80 add 86,166
42638,39 subtract 100,-61
42639,1 subtract 30,-29
42640,54 plus 77,131
42641,22 plus 49,71
42642,9 minus 12,-3
42643,12 subtract 92,-80
42644,69 subtract 45,24
42645,62 minus 71,-9
42646,91 subtract 29,62
42647,28 subtract 45,-17
42648,47 add 30,77
42649,63 minus 4,59
42650,28 plus 29,57
42651,76 minus 25,51
42652,9 add 54,63
42653,61 plus 45,106
42654,45 add 71,116
42655,67 plus 93,160
42656,26 plus 6,32
42657,80 plus 87,167
42658,44 add 40,84
42659,4 add 57,61
42660,61 add 44,105
42661,14 add 66,80
42662,10 minus 47,-37
42663,56 minus 32,24
42664,14 add 81,95
42665,10 add 15,25
42666,26 add 56,82
42667,52 add 66,118
42668,59 plus 28,87
42669,79 add 93,172
42670,60 add 31,91
42671,25 add 8,33
42672,66 add 40,106
42673,76 minus 20,56
42674,21 plus 78,99
42675,18 plus 43,61
42676,86 add 86,172
42677,2 subtract 83,-81
42678,21 add 44,65
42679,30 plus 79,109
42680,52 plus 34,86
42681,14 plus 35,49
42682,88 add 18,106
42683,81 minus 90,-9
42684,8 minus 23,-15
42685,5 subtract 56,-51
42686,81 minus 79,2
42687,26 add 61,87
42688,75 plus 38,113
42689,78 plus 44,122
42690,92 minus 80,12
42691,48 subtract 27,21
42692,82 add 96,178
42693,56 minus 98,-42
42694,86 subtract 8,78
42695,55 minus 64,-9
42696,70 minus 1,69
42697,77 minus 30,47
42698,80 minus 56,24
42699,20 subtract 65,-45
42700,71 add 80,151
42701,77 plus 98,175
42702,60 add 73,133
42703,74 add 24,98
42704,36 plus 67,103
42705,23 add 51,74
42706,97 plus 21,118
42707,91 plus 78,169
42708,98 subtract 74,24
42709,51 subtract 81,-30
42710,78 plus 28,106
42711,33 plus 38,71
42712,56 add 62,118
42713,65 subtract 69,-4
42714,65 plus 21,86
42715,23 plus 93,116
42716,14 minus 78,-64
42717,61 plus 75,136
42718,85 subtract 65,20
42719,100 minus 88,12
42720,6 minus 54,-48
42721,92 add 82,174
42722,72 plus 72,144
42723,53 plus 71,124
42724,73 plus 26,99
42725,90 plus 93,183
42726,26 add 55,81
42727,3 add 86,89
42728,58 minus 74,-16
42729,51 plus 88,139
42730,47 plus 65,112
42731,8 minus 10,-2
42732,51 add 17,68
42733,32 minus 4,28
42734,6 add 71,77
42735,3 subtract 61,-58
42736,70 subtract 9,61
42737,61 subtract 6,55
42738,69 minus 37,32
42739,26 minus 80,-54
42740,74 add 89,163
42741,4 add 31,35
42742,59 plus 45,104
42743,60 subtract 64,-4
42744,41 minus 74,-33
42745,59 plus 42,101
42746,99 plus 57,156
42747,78 add 30,108
42748,65 subtract 61,4
42749,83 subtract 77,6
42750,65 subtract 40,25
42751,57 plus 46,103
42752,9 subtract 28,-19
42753,54 plus 25,79
42754,18 plus 79,97
42755,67 add 28,95
42756,69 minus 85,-16
42757,91 add 30,121
42758,47 add 35,82
42759,32 plus 65,97
42760,55 plus 14,69
42761,28 add 51,79
42762,65 add 79,144
42763,21 add 51,72
42764,20 add 77,97
42765,7 subtract 25,-18
42766,68 plus 91,159
42767,60 add 59,119
42768,52 add 51,103
42769,90 subtract 62,28
42770,8 add 21,29
42771,53 subtract 95,-42
42772,21 minus 40,-19
42773,39 add 28,67
42774,1 minus 16,-15
42775,49 subtract 76,-27
42776,33 minus 8,25
42777,14 plus 40,54
42778,87 add 29,116
42779,43 plus 34,77
42780,93 add 87,180
42781,4 add 33,37
42782,3 plus 99,102
