,0
34832,yes
34833,hello not interrupting anything am i
34834,thats a very difficult question why is everyone round here so preoccupied with metaphysics
34835,ah an existentialist
34836,oh i think he does i think he bought you like he buys everything in iceworld
34837,i think he bought you a long time ago he paid seventeen crowns for each of glitzs crew how much did he pay for you was it worth it were you worth it
34838,no glitz you cant go on stealing everything you want like this stradivarius and that dutch master pay kane back his debt even if it costs a thousand crowns ten thousand crowns pay back the debt and as for you your debt to kane i dont think youll be able to pay it off ever
34839,i think we go straight on  either that or we dont
34840,well im not absolutely certain this ones over yet
34841,no glitz dont
34842,weve got no right to kill
34843,perhaps wed better ask it
34844,ah mel youve brought my umbrella
34845,now now stop this squabbling theres no place for animosity on a serious scientific undertaking
34846,well its not so much a dragon as more of a semiorganic vertebrate with a highly developed cerebral cortex
34847,really well i wonder what you did to annoy it
34848,really well lets see what this vertebrate with laser beams has got to say for itself follow me
34849,cryogenesis eh
34850,its no good glitz ace says hes been cryogenically frozen
34851,its no use deep cryogenics freezes the neural pathways
34852,its completely impossible for him to recall any events prior to cryogenesis
34853,except in cases of overwhelming hatred or anger
34854,we dont mean you any harm do you understand
34855,well lets see what our new friend wants to show us shall we
34856,i think he wants us to watch
34857,ah so thats what this is all about a polydimensional scanning imager and our friend the creatures using itself as the energy source   targetblank daphne oxenford the voice of listen with mother when i was a child
34858,fascinating
34859,oh no no we might be deep beneath iceworld but kane could find his way here easily enough no the treasures got to be somewhere else somewhere beyond kanes reach what does he fear most
34860,precisely and what better way of protecting the real treasure than to leave a firebreathing dragon to guard it what better protection than if the dragon is the treasure
34861,am i right are you the one that everyones looking for treasure
34862,no look past the gold and the gemstone glitz look at the fire inside a source of intense optical energy    doctor
34863,theres something not right cant put my finger proamon proamon
34864,yes but where have i heard of it before i mean where was it was it in the past or is it in the future
34865,is a grain of sand important glitz i must go back and consult my star charts on the tardis
